original_path,filename,classification,included,consolidated_path,size_bytes,reason
Data/fred/macro_Conference_Board_LEI.csv,macro_Conference_Board_LEI.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Conference_Board_LEI.csv,7336,Included: original FRED CSV pull.
Data/fred/macro_Continuing_Jobless_Claims.csv,macro_Continuing_Jobless_Claims.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Continuing_Jobless_Claims.csv,58770,Included: original FRED CSV pull.
Data/fred/macro_Core_CPI_ex_Food_Energy.csv,macro_Core_CPI_ex_Food_Energy.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Core_CPI_ex_Food_Energy.csv,14246,Included: original FRED CSV pull.
Data/fred/macro_Core_PCE_Price_Index.csv,macro_Core_PCE_Price_Index.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Core_PCE_Price_Index.csv,14532,Included: original FRED CSV pull.
Data/fred/macro_Housing_Starts.csv,macro_Housing_Starts.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Housing_Starts.csv,12812,Included: original FRED CSV pull.
Data/fred/macro_Industrial_Production_Index.csv,macro_Industrial_Production_Index.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Industrial_Production_Index.csv,24190,Included: original FRED CSV pull.
Data/fred/macro_Initial_Jobless_Claims_Weekly.csv,macro_Initial_Jobless_Claims_Weekly.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Initial_Jobless_Claims_Weekly.csv,55699,Included: original FRED CSV pull.
Data/fred/macro_LEI.csv,macro_LEI.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_LEI.csv,7388,Included: original FRED CSV pull.
Data/fred/macro_Labour_Force_Participation_Rate.csv,macro_Labour_Force_Participation_Rate.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Labour_Force_Participation_Rate.csv,15063,Included: original FRED CSV pull.
Data/fred/macro_M2_Money_Supply.csv,macro_M2_Money_Supply.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_M2_Money_Supply.csv,14498,Included: original FRED CSV pull.
Data/fred/macro_M2_Velocity.csv,macro_M2_Velocity.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_M2_Velocity.csv,4543,Included: original FRED CSV pull.
Data/fred/macro_NFCI.csv,macro_NFCI.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_NFCI.csv,56813,Included: original FRED CSV pull.
Data/fred/macro_Nonfarm_Payrolls.csv,macro_Nonfarm_Payrolls.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Nonfarm_Payrolls.csv,18301,Included: original FRED CSV pull.
Data/fred/macro_OECD_CLI_USA.csv,macro_OECD_CLI_USA.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_OECD_CLI_USA.csv,16501,Included: original FRED CSV pull.
Data/fred/macro_OECD_Consumer_Confidence.csv,macro_OECD_Consumer_Confidence.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_OECD_Consumer_Confidence.csv,15310,Included: original FRED CSV pull.
Data/fred/macro_PCE_Price_Index.csv,macro_PCE_Price_Index.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_PCE_Price_Index.csv,14546,Included: original FRED CSV pull.
Data/fred/macro_Personal_Consumption_Expenditures.csv,macro_Personal_Consumption_Expenditures.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Personal_Consumption_Expenditures.csv,14542,Included: original FRED CSV pull.
Data/fred/macro_Retail_Sales.csv,macro_Retail_Sales.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Retail_Sales.csv,7404,Included: original FRED CSV pull.
Data/fred/macro_UMich_Consumer_Sentiment.csv,macro_UMich_Consumer_Sentiment.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_UMich_Consumer_Sentiment.csv,13337,Included: original FRED CSV pull.
Data/fred/macro_US_GDP_Growth_QoQ_Annualised.csv,macro_US_GDP_Growth_QoQ_Annualised.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_US_GDP_Growth_QoQ_Annualised.csv,4823,Included: original FRED CSV pull.
Data/fred/macro_US_Real_GDP_Level.csv,macro_US_Real_GDP_Level.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_US_Real_GDP_Level.csv,6447,Included: original FRED CSV pull.
Data/fred/macro_Unemployment_Rate.csv,macro_Unemployment_Rate.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_Unemployment_Rate.csv,14126,Included: original FRED CSV pull.
Data/fred/macro_VIX.csv,macro_VIX.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_VIX.csv,159237,Included: original FRED CSV pull.
Data/fred/macro_unemployment.csv,macro_unemployment.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_unemployment.csv,14121,Included: original FRED CSV pull.
Data/fred/macro_yield_curve_10y2y.csv,macro_yield_curve_10y2y.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_yield_curve_10y2y.csv,207961,Included: original FRED CSV pull.
Data/fred/macro_yield_curve_10y3m.csv,macro_yield_curve_10y3m.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/macro_yield_curve_10y3m.csv,184069,Included: original FRED CSV pull.
Data/fred/rates_10Y_Breakeven_Inflation.csv,rates_10Y_Breakeven_Inflation.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_10Y_Breakeven_Inflation.csv,95561,Included: original FRED CSV pull.
Data/fred/rates_10Y_TIPS_Real_Yield.csv,rates_10Y_TIPS_Real_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_10Y_TIPS_Real_Yield.csv,96466,Included: original FRED CSV pull.
Data/fred/rates_5Y5Y_Forward_Inflation_Breakeven.csv,rates_5Y5Y_Forward_Inflation_Breakeven.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_5Y5Y_Forward_Inflation_Breakeven.csv,95530,Included: original FRED CSV pull.
Data/fred/rates_5Y_Breakeven_Inflation.csv,rates_5Y_Breakeven_Inflation.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_5Y_Breakeven_Inflation.csv,95603,Included: original FRED CSV pull.
Data/fred/rates_5Y_TIPS_Real_Yield.csv,rates_5Y_TIPS_Real_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_5Y_TIPS_Real_Yield.csv,97317,Included: original FRED CSV pull.
Data/fred/rates_Fed_Funds_Effective_Rate_Daily.csv,rates_Fed_Funds_Effective_Rate_Daily.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_Fed_Funds_Effective_Rate_Daily.csv,415593,Included: original FRED CSV pull.
Data/fred/rates_Fed_Funds_Effective_Rate_Monthly.csv,rates_Fed_Funds_Effective_Rate_Monthly.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_Fed_Funds_Effective_Rate_Monthly.csv,13770,Included: original FRED CSV pull.
Data/fred/rates_Germany_10Y_Bund_Yield.csv,rates_Germany_10Y_Bund_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_Germany_10Y_Bund_Yield.csv,16885,Included: original FRED CSV pull.
Data/fred/rates_SOFR.csv,rates_SOFR.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_SOFR.csv,32802,Included: original FRED CSV pull.
Data/fred/rates_TED_Spread_Historical.csv,rates_TED_Spread_Historical.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_TED_Spread_Historical.csv,147395,Included: original FRED CSV pull.
Data/fred/rates_US_10Y_Treasury_Yield.csv,rates_US_10Y_Treasury_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_US_10Y_Treasury_Yield.csv,265183,Included: original FRED CSV pull.
Data/fred/rates_US_1Y_Treasury_Yield.csv,rates_US_1Y_Treasury_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_US_1Y_Treasury_Yield.csv,264768,Included: original FRED CSV pull.
Data/fred/rates_US_2Y_Treasury_Yield.csv,rates_US_2Y_Treasury_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_US_2Y_Treasury_Yield.csv,205799,Included: original FRED CSV pull.
Data/fred/rates_US_30Y_Treasury_Yield.csv,rates_US_30Y_Treasury_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_US_30Y_Treasury_Yield.csv,203211,Included: original FRED CSV pull.
Data/fred/rates_US_3M_Treasury_Yield.csv,rates_US_3M_Treasury_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_US_3M_Treasury_Yield.csv,183625,Included: original FRED CSV pull.
Data/fred/rates_US_5Y_Treasury_Yield.csv,rates_US_5Y_Treasury_Yield.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_US_5Y_Treasury_Yield.csv,265033,Included: original FRED CSV pull.
Data/fred/rates_YieldCurve_10Y_minus_2Y_Spread.csv,rates_YieldCurve_10Y_minus_2Y_Spread.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_YieldCurve_10Y_minus_2Y_Spread.csv,206767,Included: original FRED CSV pull.
Data/fred/rates_YieldCurve_10Y_minus_3M_Spread.csv,rates_YieldCurve_10Y_minus_3M_Spread.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/rates_YieldCurve_10Y_minus_3M_Spread.csv,182994,Included: original FRED CSV pull.
Data/fred/recession_Hamilton_Recession_Probability.csv,recession_Hamilton_Recession_Probability.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/recession_Hamilton_Recession_Probability.csv,3062,Included: original FRED CSV pull.
Data/fred/recession_NBER_Recession_Indicator_Daily.csv,recession_NBER_Recession_Indicator_Daily.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/recession_NBER_Recession_Indicator_Daily.csv,599515,Included: original FRED CSV pull.
Data/fred/recession_NBER_Recession_Indicator_Monthly.csv,recession_NBER_Recession_Indicator_Monthly.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/recession_NBER_Recession_Indicator_Monthly.csv,19743,Included: original FRED CSV pull.
Data/fred/recession_Smoothed_Recession_Probability.csv,recession_Smoothed_Recession_Probability.csv,fred_raw_pull,yes,Data/consolidated_csvs/fred/raw/recession_Smoothed_Recession_Probability.csv,11304,Included: original FRED CSV pull.
Data/master/master_prices_combined.csv,master_prices_combined.csv,combined_with_zion_excluded,no,,795833,Excluded: combined master table includes Zion columns.
Data/master/_feature_manifest.csv,_feature_manifest.csv,derived_feature_excluded,no,,8404,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/_stationarity_log.csv,_stationarity_log.csv,derived_feature_excluded,no,,2633,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/features/_feature_manifest.csv,_feature_manifest.csv,derived_feature_excluded,no,,1305,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/features/_stationarity_log.csv,_stationarity_log.csv,derived_feature_excluded,no,,1234,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/features/master_features_rolling.csv,master_features_rolling.csv,derived_feature_excluded,no,,2124494,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/features/saa_proxy_returns.csv,saa_proxy_returns.csv,derived_feature_excluded,no,,214937,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/features/saa_weights_for_labels.csv,saa_weights_for_labels.csv,derived_feature_excluded,no,,543945,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/master_features.csv,master_features.csv,derived_feature_excluded,no,,4072976,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/master_features_rolling.csv,master_features_rolling.csv,derived_feature_excluded,no,,2124494,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/master_labels.csv,master_labels.csv,derived_feature_excluded,no,,110912,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/table_00_final_performance_vs_saa.csv,table_00_final_performance_vs_saa.csv,derived_feature_excluded,no,,408,"Excluded: engineered feature, label, stationarity, or evaluation table rather than pulled source data."
Data/master/charts/chart01_cumulative_performance.csv,chart01_cumulative_performance.csv,generated_output_excluded,no,,7532,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart02_drawdown_series.csv,chart02_drawdown_series.csv,generated_output_excluded,no,,187763,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart03_walkforward_folds.csv,chart03_walkforward_folds.csv,generated_output_excluded,no,,443,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart04_signal_timeline.csv,chart04_signal_timeline.csv,generated_output_excluded,no,,2025,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart05_coefficient_stability.csv,chart05_coefficient_stability.csv,generated_output_excluded,no,,11164,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart06_mc_drawdown_distribution.csv,chart06_mc_drawdown_distribution.csv,generated_output_excluded,no,,1235,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart07_markov_vs_lr.csv,chart07_markov_vs_lr.csv,generated_output_excluded,no,,6602,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/charts/chart08_fold_metrics.csv,chart08_fold_metrics.csv,generated_output_excluded,no,,491,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/montecarlo/mc_chart_data.csv,mc_chart_data.csv,generated_output_excluded,no,,2154724,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/montecarlo/mc_results.csv,mc_results.csv,generated_output_excluded,no,,129692,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/montecarlo/mc_results_phase4.csv,mc_results_phase4.csv,generated_output_excluded,no,,128742,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/montecarlo/mc_significance.csv,mc_significance.csv,generated_output_excluded,no,,316,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/montecarlo/mc_summary_tables.csv,mc_summary_tables.csv,generated_output_excluded,no,,1661,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_constraint_log.csv,_constraint_log.csv,generated_output_excluded,no,,509397,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_constraint_log_252d_cvar.csv,_constraint_log_252d_cvar.csv,generated_output_excluded,no,,305231,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_constraint_log_252d_fixed.csv,_constraint_log_252d_fixed.csv,generated_output_excluded,no,,341509,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_constraint_log_756d_cvar.csv,_constraint_log_756d_cvar.csv,generated_output_excluded,no,,312542,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_constraint_log_756d_fixed.csv,_constraint_log_756d_fixed.csv,generated_output_excluded,no,,348247,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_cost_log.csv,_cost_log.csv,generated_output_excluded,no,,55504,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_cost_log_252d_cvar.csv,_cost_log_252d_cvar.csv,generated_output_excluded,no,,50312,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_cost_log_252d_fixed.csv,_cost_log_252d_fixed.csv,generated_output_excluded,no,,44674,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_cost_log_756d_cvar.csv,_cost_log_756d_cvar.csv,generated_output_excluded,no,,48061,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_cost_log_756d_fixed.csv,_cost_log_756d_fixed.csv,generated_output_excluded,no,,43437,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_gmm_regime_log.csv,_gmm_regime_log.csv,generated_output_excluded,no,,93263,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_gmm_regime_stats.csv,_gmm_regime_stats.csv,generated_output_excluded,no,,237,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_optimizer_failures.csv,_optimizer_failures.csv,generated_output_excluded,no,,1,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_path3_patch_log.csv,_path3_patch_log.csv,generated_output_excluded,no,,211346,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/_tier_log.csv,_tier_log.csv,generated_output_excluded,no,,573338,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/fold_metrics.csv,fold_metrics.csv,generated_output_excluded,no,,658,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/fold_metrics_252d_cvar.csv,fold_metrics_252d_cvar.csv,generated_output_excluded,no,,657,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/fold_metrics_252d_fixed.csv,fold_metrics_252d_fixed.csv,generated_output_excluded,no,,656,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/fold_metrics_756d_cvar.csv,fold_metrics_756d_cvar.csv,generated_output_excluded,no,,661,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/fold_metrics_756d_fixed.csv,fold_metrics_756d_fixed.csv,generated_output_excluded,no,,657,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/full_period_metrics.csv,full_period_metrics.csv,generated_output_excluded,no,,202,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_returns.csv,portfolio_returns.csv,generated_output_excluded,no,,269619,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_returns_252d_cvar.csv,portfolio_returns_252d_cvar.csv,generated_output_excluded,no,,269619,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_returns_252d_fixed.csv,portfolio_returns_252d_fixed.csv,generated_output_excluded,no,,269537,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_returns_756d_cvar.csv,portfolio_returns_756d_cvar.csv,generated_output_excluded,no,,269794,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_returns_756d_fixed.csv,portfolio_returns_756d_fixed.csv,generated_output_excluded,no,,269616,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_weights.csv,portfolio_weights.csv,generated_output_excluded,no,,860494,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_weights_252d_cvar.csv,portfolio_weights_252d_cvar.csv,generated_output_excluded,no,,860494,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_weights_252d_fixed.csv,portfolio_weights_252d_fixed.csv,generated_output_excluded,no,,910922,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_weights_756d_cvar.csv,portfolio_weights_756d_cvar.csv,generated_output_excluded,no,,872148,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/portfolio_weights_756d_fixed.csv,portfolio_weights_756d_fixed.csv,generated_output_excluded,no,,914533,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/rebalance_log.csv,rebalance_log.csv,generated_output_excluded,no,,53777,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/rebalance_log_252d_cvar.csv,rebalance_log_252d_cvar.csv,generated_output_excluded,no,,32588,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/rebalance_log_252d_fixed.csv,rebalance_log_252d_fixed.csv,generated_output_excluded,no,,28620,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/rebalance_log_756d_cvar.csv,rebalance_log_756d_cvar.csv,generated_output_excluded,no,,31351,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/rebalance_log_756d_fixed.csv,rebalance_log_756d_fixed.csv,generated_output_excluded,no,,27842,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
Data/master/portfolio/saa_returns.csv,saa_returns.csv,generated_output_excluded,no,,269104,"Excluded: generated output, chart export, report table, or portfolio/result artifact."
